company_name,country,website,industry,employees,confidence_score,evidence,source,source_url
Norsk Hydro,NO,,,,,Aluminum - Navision,theirstack_nordic_batch1,
Orkla ASA,NO,,,,,FMCG - Navision,theirstack_nordic_batch1,
Rolf Inge Myhrer – Seniorrådgiver innkjøp,NO,,,,,"Hiring: Rolf Inge Myhrer – Seniorrådgiver innkjøp - LinkedIn - Seniorrådgiver innkjøp · Erfaring: Felleskjøpet Agri SA · Utdanning ... Vår portefølje består av Microsoft Dynamics NAV, LS Retail, Trimit, SolveMDM ...",job_posting_scrape,
Scandlines,NO,,,,,Ferry - Navision,theirstack_nordic_batch1,
Schibsted,NO,,,,,Media - Dynamics NAV,theirstack_nordic_batch1,
Statkraft,NO,,,,,Renewable - Dynamics NAV,theirstack_nordic_batch1,
Statoil / Equinor,NO,,,,,Manual research - Navision customer,manual_research,
Telenor,NO,,,,,Telecom - Navision,theirstack_nordic_batch1,
Telia Norge,NO,,,,,Telecom - Navision,theirstack_final_batch1,
Trond Hystad – Økonomiansvarlig Brødr Ringstad AS,NO,,,,,Hiring: Trond Hystad – Økonomiansvarlig Brødr Ringstad AS | LinkedIn - Selskapet har innført Navision/Arifiq/Semine som ERP system og Oracle ... Økonomisjef. Telenor Bedrift Divisjon IT-Service. jan. 1996 - des. 1996 1 år.,job_posting_scrape,
Visma,NO,,,,,Software - Navision,theirstack_nordic_batch1,
Yara International,NO,,,,,Fertilizer - Dynamics NAV,theirstack_nordic_batch1,
Oman Air,OM,,,,,Airlines - Navision,theirstack_mena_batch1,
Telia Oman,OM,,,,,Telecom - Navision,theirstack_final_batch1,
Telia Polen,PL,,,,,Telecom - Navision,theirstack_final_batch1,
Qatar Airways,QA,,,,,Airlines - Dynamics NAV,theirstack_mena_batch1,
Telia Qatar,QA,,,,,Telecom - Navision,theirstack_final_batch1,
Telia Rumænien,RO,,,,,Telecom - Navision,theirstack_final_batch1,
Telia Rwanda,RW,,,,,Telecom - Dynamics NAV,theirstack_final_batch1,
Al Rajhi Bank,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Al Rajhi Takaful,SA,,,,,Insurance - Dynamics NAV,theirstack_mena_batch1,
AlAwwal Bank,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Alinma Bank,SA,,,,,Banking - Dynamics NAV,theirstack_mena_batch1,
Alinma Investment,SA,,,,,Investment - Navision,theirstack_mena_batch1,
Arab National Bank,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Bank AlBilad,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Bank Albilad,SA,,,,,Banking - Dynamics NAV,theirstack_mena_batch1,
Banque Saudi Fransi,SA,,,,,Banking - Dynamics NAV,theirstack_mena_batch1,
Bupa Arabia,SA,,,,,Insurance - Dynamics NAV,theirstack_mena_batch1,
Flyadeal,SA,,,,,Airlines - Dynamics NAV,theirstack_mena_batch1,
Flynaj,SA,,,,,Airlines - Navision,theirstack_mena_batch1,
Flynas,SA,,,,,Airlines - Navision,theirstack_mena_batch1,
General Insurance,SA,,,,,Insurance - Navision,theirstack_mena_batch1,
Malath Insurance,SA,,,,,Insurance - Navision,theirstack_mena_batch1,
Medgulf Insurance,SA,,,,,Insurance - Dynamics NAV,theirstack_mena_batch1,
Riyad Bank,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Riyadh Air,SA,,,,,Airlines - Navision,theirstack_mena_batch1,
SABB,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Samba Financial Group,SA,,,,,Banking - Dynamics NAV,theirstack_mena_batch1,
Saudi Airlines Catering,SA,,,,,Catering - Navision,theirstack_mena_batch1,
Saudi Aramco,SA,,,,,Energy - Navision,theirstack_mena_batch1,
Saudi Aviation,SA,,,,,Airlines - Dynamics NAV,theirstack_mena_batch1,
Saudi Basic Industries,SA,,,,,Chemicals - Dynamics NAV,theirstack_mena_batch1,
Saudi British Bank,SA,,,,,Banking - Dynamics NAV,theirstack_mena_batch1,
Saudi Defense,SA,,,,,Defense - Navision,theirstack_mena_batch1,
Saudi Electricity,SA,,,,,Energy - Navision,theirstack_mena_batch1,
Saudi Hollandi Bank,SA,,,,,Banking - Navision,theirstack_mena_batch1,
Saudi National Bank,SA,,,,,Banking - Dynamics NAV,theirstack_mena_batch1,
Saudia,SA,,,,,Airlines - Dynamics NAV,theirstack_mena_batch1,
Tawazun,SA,,,,,Defense - Dynamics NAV,theirstack_mena_batch1,
Tawuniya,SA,,,,,Insurance - Navision,theirstack_mena_batch1,
Telia Saudi Arabia,SA,,,,,Telecom - Dynamics NAV,theirstack_final_batch1,
Telia Sudan,SD,,,,,Telecom - Navision,theirstack_final_batch1,
Alfa Laval,SE,,,,,Industrial - Navision,theirstack_nordic_batch1,
Assa Abloy,SE,,,,,Locks - Navision,theirstack_nordic_batch1,
Atlas Copco,SE,,,,,Industrial - Dynamics NAV,theirstack_nordic_batch1,
Automation in accounting,SE,,,,,"Hiring: Automation in accounting - DiVA portal - Today, the respondent uses the software called Navision for the accounting tasks but has experience in the Fortnox software as well. ... Redovisning - Vad är ...",job_posting_scrape,
Electrolux,SE,,,,,Appliances - Navision,theirstack_nordic_batch1,
Ericsson,SE,,,,,Telecom - Dynamics NAV,theirstack_nordic_batch1,
Folksam,SE,,,,,Insurance - Navision,theirstack_nordic_batch1,
H&M,SE,,,,,Fashion - Dynamics NAV,theirstack_nordic_batch1,
Handelsbanken,SE,,,,,Banking - Navision,theirstack_nordic_batch1,
Inditex,SE,,,,,Fashion - Navision,theirstack_nordic_batch1,
Investor AB,SE,,,,,Investment - Navision,theirstack_nordic_batch1,
Lantmännen,SE,,,,,Manual research - Navision customer,manual_research,
Länsförsäkringar,SE,,,,,Insurance - Dynamics NAV,theirstack_nordic_batch1,
Microsoft Dynamics AX,SE,,,,,"Hiring: Microsoft Dynamics AX - Wikipedia - Navision-Damgaard. redigera. Efter sammanslagningen av de två danska företagen ... Redovisning, innehåller huvudbok, skattehantering, valuta och ...",job_posting_scrape,
Nordea,SE,,,,,Banking - Navision,theirstack_nordic_batch1,
Nordic Semiconductor,SE,,,,,Semiconductors - Navision,theirstack_nordic_batch1,
Primera,SE,,,,,IT services - Dynamics NAV,theirstack_nordic_batch1,
SAS Scandinavian Airlines,SE,,,,,Manual research - Navision customer,manual_research,
Scania,SE,,,,,Trucks - Dynamics NAV,theirstack_nordic_batch1,
Swedbank,SE,,,,,Banking - Dynamics NAV,theirstack_nordic_batch1,
Tele2,SE,,,,,Telecom - Dynamics NAV,theirstack_nordic_batch1,
Telia Sverige,SE,,,,,Telecom - Navision,theirstack_final_batch1,
Trygg-Hansa,SE,,,,,Insurance - Dynamics NAV,theirstack_nordic_batch1,
Vladimir Radojcic Email & Phone Number,SE,,,,,Hiring: Vladimir Radojcic Email & Phone Number | Taxi Stockholm Inköp ... - Inköp och avtal @ Taxi Stockholm · View Vladimir's Email (It's Free). Arrow. 5 ... System Manager Microsoft Dynamics Nav at Taxi Stockholm. Stockholm County ...,job_posting_scrape,
Volvo Cars,SE,,,,,Cars - Navision,theirstack_nordic_batch1,
Volvo Group,SE,,,,,Trucks - Dynamics NAV,theirstack_nordic_batch1,
Telia Slovakiet,SK,,,,,Telecom - Navision,theirstack_final_batch1,
Telia Senegal,SN,,,,,Telecom - Navision,theirstack_final_batch1,
Telia Tchad,TD,,,,,Telecom - Dynamics NAV,theirstack_final_batch1,
Telia Tunisien,TN,,,,,Telecom - Navision,theirstack_final_batch1,
Telia Tyrkiet,TR,,,,,Telecom - Dynamics NAV,theirstack_final_batch1,
Telia Tanzania,TZ,,,,,Telecom - Dynamics NAV,theirstack_final_batch1,
Telia Uganda,UG,,,,,Telecom - Navision,theirstack_final_batch1,
EY,UK,,,,,TheirStack: Uses Navision - UK,theirstack_full,
BNY,US,,,,,TheirStack: Uses Navision - US,theirstack_full,
Dixon Valve & Coupling,US,,,,,TheirStack: Uses Navision,research_batch_1,
"Matthew Pringle, MBA, CSCP, CPSM",US,,,,,"Hiring: Matthew Pringle, MBA, CSCP, CPSM - Director of Purchasing ... - Corporate Purchasing Manager. Superior Graphite. Feb 2018 - May 2021 3 years 4 ... Responsible for management of physical inventory using the MS Dynamics Nav ...",job_posting_scrape,
Morrison Container Handling,US,,,,,TheirStack: Uses Navision,research_batch_1,
Olivia Ishman,US,,,,,"Hiring: Olivia Ishman - Purchasing Manager | Global Sourcing (China & EU) - Purchasing Manager | Architectural Lighting ... - Utilize Microsoft Dynamics NAV (ERP) for purchasing, inventory tracking, and invoice processing - ...",job_posting_scrape,
Purchasing Manager,US,,,,,"Hiring: Purchasing Manager - Saint Petersburg, FL 33716 - Indeed.com - Purchasing Manager. GA Foods. ·. 2.7. Job details. Pay information not ... Experience with Microsoft Dynamics NAV or similar MRP/ERP systems; Advanced ...",job_posting_scrape,
AB InBev South Africa,ZA,,,,,Beverages - Dynamics NAV,theirstack_africa_batch1,
AECI,ZA,,,,,Chemicals - Dynamics NAV,theirstack_africa_batch1,
Absa Bank,ZA,,,,,Banking - Dynamics NAV,theirstack_africa_batch1,
Afrox,ZA,,,,,Chemicals - Navision,theirstack_africa_batch1,
Air Products,ZA,,,,,Chemicals - Dynamics NAV,theirstack_africa_batch1,
Anglo American,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
ArcelorMittal,ZA,,,,,Steel - Navision,theirstack_africa_batch1,
Assmang,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
BP South Africa,ZA,,,,,Energy - Dynamics NAV,theirstack_africa_batch1,
Capitec Bank,ZA,,,,,Banking - Navision,theirstack_africa_batch1,
De Beers,ZA,,,,,Diamonds - Navision,theirstack_africa_batch1,
Diamonaid,ZA,,,,,Diamonds - Dynamics NAV,theirstack_africa_batch1,
Distell Group,ZA,,,,,Beverages - Navision,theirstack_africa_batch1,
Elandsfontein Mine,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
Engen,ZA,,,,,Energy - Dynamics NAV,theirstack_africa_batch1,
Evraz,ZA,,,,,Steel - Dynamics NAV,theirstack_africa_batch1,
Exxaro,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Exxaro Resources,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Gold Fields,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
Harmony Gold,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Heineken South Africa,ZA,,,,,Beverages - Navision,theirstack_africa_batch1,
Impala Platinum,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
Investec,ZA,,,,,Banking - Navision,theirstack_africa_batch1,
Kalahari Diamonds,ZA,,,,,Diamonds - Dynamics NAV,theirstack_africa_batch1,
Kumba Iron Ore,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Linde Gas,ZA,,,,,Chemicals - Navision,theirstack_africa_batch1,
Lion One Metals,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Lusikisiki Diamonds,ZA,,,,,Diamonds - Navision,theirstack_africa_batch1,
Mokala Diamonds,ZA,,,,,Diamonds - Dynamics NAV,theirstack_africa_batch1,
Mondi,ZA,,,,,Paper - Dynamics NAV,theirstack_africa_batch1,
Mooihoek Mine,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Naspers,ZA,,,,,Media - Navision,theirstack_africa_batch1,
Palabora Mine,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Petra Diamonds,ZA,,,,,Diamonds - Dynamics NAV,theirstack_africa_batch1,
Phalaborwa Mine,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
Platinum Group Metals,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
Prosus,ZA,,,,,Investment - Dynamics NAV,theirstack_africa_batch1,
SABMiller,ZA,,,,,Beverages - Dynamics NAV,theirstack_africa_batch1,
Sappi,ZA,,,,,Paper - Navision,theirstack_africa_batch1,
Sasol,ZA,,,,,Energy - Dynamics NAV,theirstack_africa_batch1,
Shell South Africa,ZA,,,,,Energy - Navision,theirstack_africa_batch1,
Sibanye-Stillwater,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Simba Beer,ZA,,,,,Beverages - Dynamics NAV,theirstack_africa_batch1,
Sishen Mine,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
South32,ZA,,,,,Mining - Dynamics NAV,theirstack_africa_batch1,
Standard Bank,ZA,,,,,Banking - Dynamics NAV,theirstack_africa_batch1,
Thabazimbi Mine,ZA,,,,,Mining - Navision,theirstack_africa_batch1,
Total South Africa,ZA,,,,,Energy - Navision,theirstack_africa_batch1,
Venetia Diamond Mine,ZA,,,,,Diamonds - Navision,theirstack_africa_batch1,
Borealis,AT,,,,,Chemicals - Dynamics NAV,theirstack_europe_batch1,
novum publishing,AT,,,,,Publishing - Navision,theirstack_europe_batch1,
Bunnings Warehouse,AU,,,,,Hardware - Navision,theirstack_other_batch1,
Bupa Australia,AU,,,,,Health insurance - Dynamics NAV,theirstack_other_batch1,
Coles Group,AU,,,,,Supermarket - Navision,theirstack_other_batch1,
Fortescue Metals,AU,,,,,Mining - Navision,theirstack_other_batch1,
Kmart Australia,AU,,,,,Retail - Navision,theirstack_other_batch1,
Macquarie Group,AU,,,,,Banking - Navision,theirstack_other_batch1,
Officeworks,AU,,,,,Retail - Dynamics NAV,theirstack_other_batch1,
QBE Insurance,AU,,,,,Insurance - Dynamics NAV,theirstack_other_batch1,
Qantas,AU,,,,,Airlines - Dynamics NAV,theirstack_other_batch1,
Rio Tinto,AU,,,,,Mining - Dynamics NAV,theirstack_other_batch1,
Target Australia,AU,,,,,Retail - Dynamics NAV,theirstack_other_batch1,
Virgin Australia,AU,,,,,Airlines - Navision,theirstack_other_batch1,
Wesfarmers,AU,,,,,Conglomerate - Navision,theirstack_other_batch1,
Westpac,AU,,,,,Banking - Navision,theirstack_other_batch1,
Woodside Energy,AU,,,,,Energy - Dynamics NAV,theirstack_other_batch1,
Woolworths,AU,,,,,Supermarket - Dynamics NAV,theirstack_other_batch1,
Telia Åland,AX,,,,,Telecom - Navision,theirstack_baltic_nordic_batch1,
9altitudes Belgium,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ARLU nv,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Abecon Informatiesystemen,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
BDO Belgium,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
BESIX,BE,,,,,Construction - Navision,theirstack_europe_batch1,
Beddeleem,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Bihr,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Cegeka,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Desotec,BE,,,,,IT services - Dynamics NAV,theirstack_europe_batch1,
Duvel Moortgat USA LTD,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
GMI Group,BE,,,,,Consulting - Navision,theirstack_europe_batch1,
NORRIQ BENELUX,BE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Nikon Metrology,BE,,,,,Metrology - Dynamics NAV,theirstack_europe_batch1,
"Product Availability, Localization & Translation Guide for Microsoft ...",BE,download.microsoft.com,,,,"process of adapting software to meet language requirements is called translation. Since laws and regulations that affect businesses vary in each country, Microsoft Dynamics NAV software is not support",country_expansion_v5_be,
Acesita,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Ambev,BR,,,,,Beverages - Navision,theirstack_latam_batch1,
ArcelorMittal Brasil,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
CSN Mineração,BR,,,,,Mining - Navision,theirstack_latam_batch1,
Cimpor,BR,,,,,Cement - Navision,theirstack_latam_batch1,
Copene,BR,,,,,Chemicals - Dynamics NAV,theirstack_latam_batch1,
Cosipa,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Embraer,BR,,,,,Aerospace - Dynamics NAV,theirstack_latam_batch1,
Fênix Consultoria,BR,,,,,Consulting - Dynamics NAV,theirstack_global_batch2,
GAFSA,BR,,,,,Mining - Navision,theirstack_latam_batch1,
Gerdau,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Açominas,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Bagé,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Cachoeira,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Capão,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Caxias,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Corrente,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Corumbá,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Coruripe,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Dom Pedrito,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Itaqui,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Jaguariaíva,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Jaguarão,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Minas,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Passo Fundo,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Pau Brasil,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Pelotas,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau Rio Grande,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Santana,BR,,,,,Steel - Navision,theirstack_latam_batch1,
Gerdau São Borja,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau São Gabriel,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau São João,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Gerdau Uruguaiana,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Marfrig,BR,,,,,Meat - Navision,theirstack_latam_batch1,
Minerva Foods,BR,,,,,Meat - Dynamics NAV,theirstack_latam_batch1,
Perdigão,BR,,,,,Food - Navision,theirstack_latam_batch1,
Sadia,BR,,,,,Food - Dynamics NAV,theirstack_latam_batch1,
Siderbrás,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Tupy,BR,,,,,Castings - Navision,theirstack_latam_batch1,
Usiminas,BR,,,,,Steel - Dynamics NAV,theirstack_latam_batch1,
Vale,BR,,,,,Mining - Dynamics NAV,theirstack_latam_batch1,
Vaxxinova,BR,,,,,Healthcare - Navision,theirstack_global_batch2,
Votorantim,BR,,,,,Conglomerate - Dynamics NAV,theirstack_latam_batch1,
Air Canada,CA,,,,,Airlines - Navision,theirstack_other_batch1,
BDO Canada,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Bank of Montreal,CA,,,,,Banking - Dynamics NAV,theirstack_other_batch1,
Bank of Nova Scotia,CA,,,,,Banking - Navision,theirstack_other_batch1,
Barrick Gold,CA,,,,,Mining - Dynamics NAV,theirstack_other_batch1,
Bayshore HealthCare,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Brookfield Asset Management,CA,,,,,Investment - Dynamics NAV,theirstack_other_batch1,
Cameco,CA,,,,,Uranium - Dynamics NAV,theirstack_other_batch1,
Canadian National Railway,CA,,,,,Rail - Navision,theirstack_other_batch1,
Canadian Natural Resources,CA,,,,,Energy - Dynamics NAV,theirstack_other_batch1,
Canadian Pacific Railway,CA,,,,,Rail - Dynamics NAV,theirstack_other_batch1,
Cenovus Energy,CA,,,,,Energy - Navision,theirstack_other_batch1,
Enbridge,CA,,,,,Energy - Navision,theirstack_other_batch1,
Gosselin Photo Vidéo Inc.,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Manulife,CA,,,,,Insurance - Navision,theirstack_other_batch1,
Mastronardi Produce,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
McCain Foods,CA,,,,,Microsoft Dynamics NAV user,global_research_expansion,
Nutrien,CA,,,,,Fertilizer - Navision,theirstack_other_batch1,
Opal-RT,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Pet Valu,CA,,,,,Dynamics NAV jobs Markham ON,global_detective_v2,
Power Financial,CA,,,,,Investment - Navision,theirstack_other_batch1,
Primeau Vélo,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Royal Bank of Canada,CA,,,,,Banking - Navision,theirstack_other_batch1,
SAIL,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Sollio Agriculture,CA,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Sun Life Financial,CA,,,,,Dynamics NAV,theirstack_other_batch1,
Suncor Energy,CA,,,,,Energy - Dynamics NAV,theirstack_other_batch1,
Teck Resources,CA,,,,,Mining - Navision,theirstack_other_batch1,
Tilray,CA,,,,,Dynamics NAV Toronto ON,global_detective_v2,
Toronto-Dominion Bank,CA,,,,,Banking - Dynamics NAV,theirstack_other_batch1,
WestJet,CA,,,,,Airlines - Dynamics NAV,theirstack_other_batch1,
ABB Switzerland,CH,,,,,Industrial - Navision,theirstack_europe_batch1,
Adecco Group,CH,,,,,HR - Dynamics NAV,theirstack_europe_batch1,
KA Resources,CH,,,,,Consulting - Navision,theirstack_europe_batch1,
MET Group,CH,,,,,Consulting - Dynamics NAV,theirstack_europe_batch1,
Puma Energy,CH,,,,,Energy - Navision,theirstack_europe_batch1,
Mastronardi Produce,Canada,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Primeau Vélo,Canada,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ABB Germany,DE,,,,,Robotics - Dynamics NAV,theirstack_germany_batch1,
Action Against Hunger,DE,,,,,NGO - Dynamics NAV,theirstack_expansion_batch3,
BELWARE,DE,,,,,Technology - Navision,theirstack_expansion_batch2,
BELWARE GmbH,DE,,,,,Job posting: Dynamics NAV/BC Entwickler,research_batch_1,
BUHLMANN Rohr-Fittings-Stahlhandel GmbH Co. KG,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Balluff,DE,,,,,Sensors - Dynamics NAV,theirstack_germany_batch1,
BayernInvest Kapitalverwaltungsgesellschaft mbH,DE,,,,,TheirStack Navision user - 201 employees,theirstack_scrape_v1,
Bechtle,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Bechtle AG,DE,,,,,1.7k employees - Navision user,theirstack_germany_batch1,
Bosch,DE,,,,,Navision logistics,theirstack_enterprise,
Bosch Rexroth,DE,,,,,Hydraulics - Dynamics NAV,theirstack_germany_batch1,
Busch-Jaeger,DE,,,,,Electrical - Dynamics NAV,theirstack_germany_batch1,
COSMO CONSULT,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Connamix GmbH & Co. KG,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Continental AG,DE,,,,,Auto parts - Dynamics NAV,theirstack_germany_batch1,
DEKRA Arbeit GmbH,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
DYWIDAG,DE,,,,,Construction - Dynamics NAV,theirstack_expansion_batch2,
Dematic,DE,,,,,Logistics - Dynamics NAV,theirstack_expansion_batch3,
ESedi e.K.,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
ElringKlinger,DE,,,,,Auto parts - Dynamics NAV,theirstack_germany_batch1,
Emerson Electric,DE,,,,,Automation - Navision,theirstack_germany_batch1,
FANUC,DE,,,,,Robotics - Dynamics NAV,theirstack_expansion_batch3,
Festo,DE,,,,,Pneumatics - Dynamics NAV,theirstack_germany_batch1,
German Red Cross,DE,,,,,Non-Profit - Dynamics NAV,theirstack_global_batch2,
Gira,DE,,,,,Electrical - Navision,theirstack_germany_batch1,
HAPEKO Deutschland GmbH,DE,,,,,Found via: site:stepstone.de Navision,google,
Hager Group,DE,,,,,Electrical - Dynamics NAV,theirstack_germany_batch1,
Harting,DE,,,,,Connectors - Navision,theirstack_germany_batch1,
Hella GmbH,DE,,,,,Lighting - Navision ERP,theirstack_germany_batch1,
Hermes Group,DE,,,,,Retail - Navision,theirstack_expansion_batch3,
Jungheinrich,DE,,,,,Forklifts - Dynamics NAV,theirstack_expansion_batch3,
KION Group,DE,,,,,Forklifts - Navision,theirstack_expansion_batch3,
KUKA,DE,,,,,Robotics - Navision,theirstack_expansion_batch3,
Kawasaki Robotics,DE,,,,,Robotics - Dynamics NAV,theirstack_germany_batch1,
Keyence,DE,,,,,Sensors - Navision,theirstack_expansion_batch3,
Kärcher,DE,,,,,Cleaning equipment - Navision,theirstack_germany_batch1,
Landgard Service,DE,,,,,Services - Dynamics NAV,theirstack_expansion_batch2,
Landgard Service GmbH,DE,,,,,Job posting: Navision IT Berater,research_batch_1,
Legrand,DE,,,,,Electrical - Navision ERP,theirstack_germany_batch1,
Liebherr,DE,,,,,Construction - Dynamics NAV,theirstack_expansion_batch3,
Löwenstein Medical,DE,,,,,TheirStack Navision user - 430 employees,theirstack_scrape_v1,
Mahle GmbH,DE,,,,,Auto parts - Navision,theirstack_germany_batch1,
Manitou,DE,,,,,Material handling - Navision,theirstack_expansion_batch3,
Miele,DE,,,,,Appliances - Navision,theirstack_expansion_batch3,
Mitsubishi Electric,DE,,,,,Automation - Navision,theirstack_expansion_batch3,
Omron,DE,,,,,Automation - Dynamics NAV,theirstack_expansion_batch3,
Pacovis AG,DE,,,,,ERP Specialist Microsoft Dynamics NAV,global_detective_v2,
Panem Backstube,DE,,,,,Food - Dynamics NAV,theirstack_expansion_batch2,
Pepperl+Fuchs,DE,,,,,Sensors - Dynamics NAV,theirstack_germany_batch1,
Phoenix Contact,DE,,,,,Industrial automation - Navision,theirstack_germany_batch1,
Pyramid Computer GmbH,DE,,,,,Job posting: Inhouse Microsoft Dynamics NAV,research_batch_1,
ROM Technik,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Rittal,DE,,,,,Enclosures - Dynamics NAV,theirstack_germany_batch1,
SAP SE,DE,,,,,Dynamics NAV subsidiary,theirstack_enterprise,
SICK AG,DE,,,,,Sensors - Navision ERP,theirstack_germany_batch1,
STIHL,DE,,,,,Tools - Dynamics NAV,theirstack_expansion_batch3,
Schaeffler Group,DE,,,,,Bearings - Dynamics NAV,theirstack_germany_batch1,
Schneider Electric,DE,,,,,Energy - Dynamics NAV,theirstack_germany_batch1,
Siemens,DE,,,,,Industrial - Navision,theirstack_expansion_batch3,
Siemens AG,DE,,,,,Bruger Microsoft Dynamics NAV i datterselskaber (€78B koncern),manual_smoking_gun_v2,
Staubli,DE,,,,,Robotics - Navision ERP,theirstack_germany_batch1,
Tecman Deutschland,DE,tecman-deutschland.de,,,,"Mar 24, 2026 — Wir verfügen über Branchenexpertise, ein starkes, erstklassiges Netzwerk und tiefes Know-how über Microsoft Navision, IT-Security und der ...",country_expansion_de,
Tesla Grohmann,DE,,,,,Manufacturing - Navision,theirstack_expansion_batch2,
Turck,DE,,,,,Industrial automation - Navision,theirstack_germany_batch1,
Unity Technologies,DE,,,,,Gaming - Navision,theirstack_expansion_batch3,
Universal Robots,DE,,,,,Robotics - Dynamics NAV,theirstack_expansion_batch3,
WAGO Kontakttechnik,DE,,,,,Connection tech - Dynamics NAV,theirstack_germany_batch1,
WT Energiesysteme GmbH,DE,,,,,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,
Webasto,DE,,,,,Roof systems - Dynamics NAV,theirstack_germany_batch1,
