company_name,country,website,industry,employees,confidence_score,evidence_type,evidence_text,source,source_url,is_frozen,verified_by,verified_at
Edlund,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082039
Eidorff Dental,DK,,Healthcare,,5,theirstack,Healthcare - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092151
Elbek & Vejrup,DK,,Consulting,,5,theirstack,Consulting - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092235
Erhvervsministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082959
Falck,DK,,Healthcare,32000,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083323
Falck A/S,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082854
Forskningsstyrelsen,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083005
Frederiksberg Hospital,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083058
Fødevareministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082982
GALST Advokater,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082823
GN Group,DK,,Electronics,7300,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083279
GN Store Nord,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082833
Geia Food A/S,DK,https://jcd.dk/cases,Fødevarer,-,5,JCD Case,IT infrastruktur + NAV integration,JCD Case,https://jcd.dk/cases,1,CDQO,2026-04-15T07:17:58.083218
Gentofte Hospital,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083107
GeoInfo,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081790
Georg Jensen Damask,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081940
Grundfos,DK,,Manufacturing,Pumps,5,theirstack,Pumps - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089976
HOFOR,DK,,Energy,Energy,5,theirstack,Energy - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089877
Hanne Foldbjerg,DK,,,,5,job_posting_smoking_gun,"Hiring: Hanne Foldbjerg - Regnskabsansvarlig - LinkedIn - Regnskabsansvarlig · Experience: Blokhus Invest ApS · Education: Probana ... Warehouse management (registration, adjustments, parts lists in C5/Navision) ...",job_posting_scrape,https://dk.linkedin.com/in/hanne-foldbjerg/en,1,CDQO_MASS,2026-04-15T07:53:51.427384
Hedegaard Nordic,DK,,Consulting,,5,theirstack,Consulting - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092100
Herlev Hospital,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083072
Hounisen,DK,,Medical,,5,theirstack,Medical - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092129
Hummel,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081827
Hvidovre Hospital,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083096
Inco A/S,DK,,,,5,smoking_gun_go_live,Gået live med Dynamics NAV integreret med LS Retail POS system,manual_smoking_gun_v2,https://jcd.dk/cases/pos-hardware-microsoft-dynamics-nav-med-integration-til-ls-retail-hos-inco/,1,CDQO_MASS,2026-04-15T07:53:51.427384
Interspiro,DK,https://dynamicweb.com/customers?Integration=DynamicsNAV,Sikkerhedsudstyr,-,5,DynamicWeb case,B2B e-commerce + Navision integration,DynamicWeb case,https://dynamicweb.com/customers?Integration=DynamicsNAV,1,CDQO,2026-04-15T07:17:58.083229
Intrum AB,DK,,Financial Services,,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083334
Inventio,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082728
Investeringsbanken A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/investeringsbanken-a/s,1,CDQO,2026-04-15T07:17:58.128774
Irina Fomenko,DK,,,,5,job_posting_smoking_gun,Hiring: Irina Fomenko - Accountant - LinkedIn - Tjenester. Bookkeeping · Løntjenester · Finansrevision · Finansiel rapportering ... Dynamics NAV E-conomic. Excel. City College Southampton Grafik · City College ...,job_posting_scrape,https://dk.linkedin.com/in/irina-fomenko-436b54145,1,CDQO_MASS,2026-04-15T07:53:51.427384
JET TAGESLICHT & RWA GMBH,DK,,Wholesale Building Materials,4.5k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/dk,1,CDQO,2026-04-15T07:17:58.099119
Jyske Bank,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/jyske-bank,1,CDQO,2026-04-15T07:17:58.128815
KeyBalance,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082515
Klima- Energiministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082864
Kredsløb,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082001
Kriminalforsorgen,DK,,Government,2500,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083355
Kulturministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082875
Københavns Universitet,DK,,Education,12000,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083345
Københavns Åbne Gymnasium,DK,,Education,,5,verified_customer,Navision Stat institution,research_batch_1,,1,CDQO,2026-04-15T07:17:58.099707
LE34,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081766
Lasse Eduard Johansen,DK,,,,5,job_posting_smoking_gun,"Hiring: Lasse Eduard Johansen - The line between disorder and order lies ... - • ERP: Microsoft Dynamics NAV. Solar A/S Grafik. Warehouse Assistent. Solar A/S. maj 1998 – maj 2003 5 år 1 måned. Kolding Area, Denmark. • Picking of parts",job_posting_scrape,https://dk.linkedin.com/in/lasse-eduard-johansen-70124887,1,CDQO_MASS,2026-04-15T07:53:51.427384
Lego,DK,,Manufacturing,Toys,5,theirstack,Toys - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089794
Logos Consult,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082601
Lomax,DK,,,,5,smoking_gun,Tilfreds NAV kunde (obtain.dk),smoking_gun_hunt,https://obtain.dk/,1,CDQO,2026-04-15T07:17:58.099471
MFT Energy,DK,,Energy,,5,theirstack,Energy - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092058
Maersk,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/maersk,1,CDQO,2026-04-15T07:17:58.128869
Maersk,DK,,,,5,smoking_gun_job,"Søger: ""Microsoft Dynamics NAV specialist til finance team""",manual_smoking_gun_v2,https://www.maersk.com/careers,1,CDQO_MASS,2026-04-15T07:53:51.427384
Margit Mikkelsen,DK,,,,5,job_posting_smoking_gun,"Hiring: Margit Mikkelsen - Kontorassistent - ISS FACILITY SERVICE | LinkedIn - Kontorassistent at ISS FACILITY SERVICE · Allround regnskabsansvarlig, kontorassistent, Sap , Navision Ansvarsbevist struktureret og selvstændig arbejdende, Har en bred erfaring inden for både leveran",job_posting_scrape,https://www.linkedin.com/in/margit-mikkelsen-23208549/,1,CDQO_MASS,2026-04-15T07:53:51.427384
Matas,DK,,,,5,smoking_gun,Tilfreds NAV kunde (obtain.dk),smoking_gun_hunt,https://obtain.dk/,1,CDQO,2026-04-15T07:17:58.099493
Meraki,DK,,Technology,,5,customer_reference,Microsoft Dynamics NAV user,expansion_batch_2,,1,CDQO,2026-04-15T07:17:58.084928
Mette Degn Arildtoft,DK,,,,5,job_posting_smoking_gun,Hiring: Mette Degn Arildtoft - Scrouples A/S | LinkedIn - Regnskabsansvarlig / superbruger i følgende systemer: - Navision - Dynamic NAV -… · Experience: Scrouples A/S · Education: Handelsskolen i Randers · Location: Central Denmark Region · 38 connections o,job_posting_scrape,https://www.linkedin.com/in/mette-degn-arildtoft-a04650189/,1,CDQO_MASS,2026-04-15T07:53:51.427384
Mette Stubkjaer Christensen,DK,,,,5,job_posting_smoking_gun,Hiring: Mette Stubkjaer Christensen - LinkedIn - • Using the ERP system Navision Dynamics NAV for evaluating each season and each supplier's development in order size ... indkøber Mette Stubkjær Christensen.,job_posting_scrape,https://dk.linkedin.com/in/mette-stubkjaer-christensen-20047421,1,CDQO_MASS,2026-04-15T07:53:51.427384
Middelfart Sparekasse,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/middelfart-sparekasse,1,CDQO,2026-04-15T07:17:58.128881
Miljøministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082886
NAV-Vision,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082693
NJORD Law Firm,DK,https://twentyfour.dk/integrationer/microsoft-dynamics-nav/,Advokat,100-200,5,Case Study,NAV integration,Case Study,https://twentyfour.dk/integrationer/microsoft-dynamics-nav/,1,CDQO,2026-04-15T07:17:58.081564
NORMAL A/S,DK,,Retail,4.8k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/dk,1,CDQO,2026-04-15T07:17:58.099073
NORRIQ,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082587
NRGI A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/nrgi-a/s,1,CDQO,2026-04-15T07:17:58.128960
Nationalmuseet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083129
NavKonsulent,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082483
NaviLogic,DK,,Consulting,,5,theirstack,Consulting - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092198
Navisupport,DK,,IT Services,,5,theirstack,IT services - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092211
Nel Hydrogen,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081891
NemID / Digital Post,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/nemid-/-digital-post,1,CDQO,2026-04-15T07:17:58.128892
Nets Denmark A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/nets-denmark-a/s,1,CDQO,2026-04-15T07:17:58.128927
Nivaagaard,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082198
Nivaagaards Malerisamling,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082789
Nobelfresh,DK,,Food,,5,theirstack,Food - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092165
Nordea Bank,DK,,Finance,Banking,5,theirstack,Banking - Dynamics NAV,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089825
Norlund Savværk,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082284
Novenco Marine & Offshore,DK,,,,5,smoking_gun,Tilfreds NAV kunde (obtain.dk),smoking_gun_hunt,https://obtain.dk/,1,CDQO,2026-04-15T07:17:58.099504
Novo Nordisk,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/novo-nordisk,1,CDQO,2026-04-15T07:17:58.128948
Novo Nordisk,DK,,,,5,smoking_gun_job,"Søger: ""Dynamics NAV/BC udvikler til internt team"" (dec 2025)",manual_smoking_gun_v2,https://novonordisk.jobs.personio.com/,1,CDQO_MASS,2026-04-15T07:53:51.427384
Obtain A/S,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082414
Odense Kommune,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/odense-kommune,1,CDQO,2026-04-15T07:17:58.128975
Ole Birk Lildballe,DK,,,,5,job_posting_smoking_gun,Hiring: Ole Birk Lildballe - International Procurement Manager | LinkedIn - Optimering af ordrestyringsprogrammer ( Navision C5 og Excel ). Kontrol af ... Lageransvarlig for egne produktgrupper. Omsætnings- og indtjeningsmål i ...,job_posting_scrape,https://dk.linkedin.com/in/ole-birk-lildballe-7475b24,1,CDQO_MASS,2026-04-15T07:53:51.427384
Olympia Denmark A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/olympia-denmark-a/s,1,CDQO,2026-04-15T07:17:58.128997
PROINFO,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082525
Pandora A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/pandora-a/s,1,CDQO,2026-04-15T07:17:58.129036
Pandora Jewelry,DK,,,,5,smoking_gun,Manufacturing - Bruger Microsoft Dynamics NAV (nævnt i industri rapport),smoking_gun_hunt,https://www.artsyltech.com/blog/Microsoft-Dynamics-NAV-Benefits-and-Integration,1,CDQO,2026-04-15T07:17:58.099588
Pension Danmark,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/pension-danmark,1,CDQO,2026-04-15T07:17:58.129067
Per Aarsleff,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081804
Producton Group,DK,,Manufacturing,,5,theirstack,Manufacturing - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092069
Produkter – Dynamics Danmark,DK,www.dynamicsdanmark.dk,,,5,web_mention,"En løsning, der har vist sit værd, og som er let at tilpasse og integrere. I over 40 år har Microsoft Dynamics NAV leveret funktionalitet, performance og brugervenlighed, som benyttes af mere end …",country_expansion_v6_dk,http://www.dynamicsdanmark.dk/produkter/,1,CDQO,2026-04-15T07:17:58.110922
Profacto,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082703
Quooker Skandinavien A/S,DK,,Manufacturing,73,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083301
Randers Kommune,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/randers-kommune,1,CDQO,2026-04-15T07:17:58.129089
Randstad,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082765
René,DK,,Manufacturing,Food,5,theirstack,Food - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089888
Ringkjøbing Landbobank,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/ringkjøbing-landbobank,1,CDQO,2026-04-15T07:17:58.129100
Rønne Havn,DK,Logos Consult referencer,Havn,50-100,5,Kundecitat,25 år kunde - længstvarende NAV kunde fundet!,Kundecitat,Logos Consult referencer,1,CDQO,2026-04-15T07:17:58.081495
Salling Group,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/salling-group,1,CDQO,2026-04-15T07:17:58.129111
Santander Bank A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/santander-bank-a/s,1,CDQO,2026-04-15T07:17:58.129121
Silvan A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/silvan-a/s,1,CDQO,2026-04-15T07:17:58.129143
Sjællands Universitetshospital,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083118
Skallerup Seaside,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082181
Skallerup Seaside Resort,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082068
Skanderby,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082472
Slotsstyrelsen,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083016
Socialstyrelsen,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.083037
Spar Nord Bank A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/spar-nord-bank-a/s,1,CDQO,2026-04-15T07:17:58.129183
Statens Administration,DK,,Government,,5,verified_customer,Navision Stat support,research_batch_1,,1,CDQO,2026-04-15T07:17:58.099719
Statens IT,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/statens-it,1,CDQO,2026-04-15T07:17:58.129221
Sundhedsministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082901
Sydbank,DK,,Finance,Banking,5,theirstack,Banking - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089835
Sydbank A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/sydbank-a/s,1,CDQO,2026-04-15T07:17:58.129263
Søstrene Grene,DK,,Retail Furniture and Home Furnishings,1.1k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/dk,1,CDQO,2026-04-15T07:17:58.103159
TDC A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/tdc-a/s,1,CDQO,2026-04-15T07:17:58.129283
TV2 Danmark A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/tv2-danmark-a/s,1,CDQO,2026-04-15T07:17:58.129322
Tefcold,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081917
"Teknisk Indkøber & NAV Specialist, Airco DIET A/S | VORES Fredericia",DK,vores-fredericia.dk,,,5,web_mention,"Jan 23, 2024 · Administrativt vil du få ansvaret for at afstemme, opdatere og vedligeholde vare-, ordre- og leveringsdata i NAV (Navision BC 14) og sikre leverancer på tværs af organisationen.",country_expansion_v4_dk,https://vores-fredericia.dk/a/teknisk-indkoeber-nav-specialist-airco-diet-as/9ea3276b-6c9d-4627-b2e1-c9a664db7efb,1,CDQO,2026-04-15T07:17:58.106164
Telia Bornholm,DK,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096719
Telia Danmark,DK,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096772
Telia Denmark,DK,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096572
Tetra Pak,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.081735
TetraSoft,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082536
Tina Olsen,DK,,,,5,job_posting_smoking_gun,"Hiring: Tina Olsen - Økonomi supporter i Banedanmark - LinkedIn - Og stor erfaring med anvendelse af SAP, Microsofts Dynamics Nav, Kreditor, Debitor og Finans delen. ... Økonomimedarbejder. Danish Ministry of Defence. okt ...",job_posting_scrape,https://dk.linkedin.com/in/tina-s-olsen,1,CDQO_MASS,2026-04-15T07:53:51.427384
Tina Thaarup Elmøe | LinkedIn,DK,,,,5,job_posting_smoking_gun,"Hiring: Tina Thaarup Elmøe | LinkedIn - LinkedIn - Navision and infoflow system. No staff responsibility, but coordination e.g. ... Regnskabsansvarlig for Synoptik Polska og Topsyn. Synoptik. 2000 – 2000 ...",job_posting_scrape,https://dk.linkedin.com/in/tina-thaarup-elm%C3%B8e-b630409,1,CDQO_MASS,2026-04-15T07:53:51.427384
Topdanmark A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/topdanmark-a/s,1,CDQO,2026-04-15T07:17:58.129301
Tryg A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/tryg-a/s,1,CDQO,2026-04-15T07:17:58.129312
Uddannelsesstyrelsen,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082994
Udlændingeministeriet,DK,https://statens-adm.dk/support/oekonomisupport/navision-stat/,Offentlig,500+,5,Navision Stat,Navision Stat institution,Navision Stat,https://statens-adm.dk/support/oekonomisupport/navision-stat/,1,CDQO,2026-04-15T07:17:58.082943
Ulandssekretariatet,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082328
Unilite,DK,,Technology,,5,theirstack,Technology - Navision,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092089
Vejen Forsyning,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082016
Vektus,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082547
Vestas,DK,,Manufacturing,Wind,5,theirstack,Wind turbines - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089949
Vikki Fabritius de Tengnagel,DK,,,,5,job_posting_smoking_gun,Hiring: Vikki Fabritius de Tengnagel - Strategisk indkøber hos Kalundborg ... - Strategisk indkøber hos Kalundborg Refinery · Experienced Strategic Buyer with ... Dynamics NAV - Microsoft Office. STYLEPIT A/S Grafik. Assistant Buyer.,job_posting_scrape,https://dk.linkedin.com/in/vikki-fabritius-de-tengnagel-b7596126,1,CDQO_MASS,2026-04-15T07:53:51.427384
Vipp,DK,,,,5,smoking_gun,Bruger Microsoft Dynamics NAV som ERP (integrated with WMS),smoking_gun_hunt,https://www.scm.dk/vipp-sikre-højt-kvalitetsniveau-med-ny-wms-løsning,1,CDQO,2026-04-15T07:17:58.099556
