name,country,industry,evidence_type,evidence,confidence,source,website,source_url,discovered,quality_reason
Sterling Team Com,DE,,case_study,Case study: What is MicrosoftNavisionERP? An In-Depth Look at Dynamics NAV,5,global_jobs,sterling-team.com,https://www.sterling-team.com/news/en/what-is-microsoft-navision-erp-an-in-depth-look-at-dynamics-nav/,2026-04-09T20:34:33.411265Z,GOOD: case study
Sterling Team Com,JP,,case_study,Case study: What is MicrosoftNavisionERP? An In-Depth Look at Dynamics NAV,5,global_jobs,sterling-team.com,https://www.sterling-team.com/news/en/what-is-microsoft-navision-erp-an-in-depth-look-at-dynamics-nav/,2026-04-09T20:08:19.454234Z,GOOD: case study
Sterling Team Com,IT,,case_study,Case study: What is MicrosoftNavisionERP? An In-Depth Look at Dynamics NAV,5,global_jobs,sterling-team.com,https://www.sterling-team.com/news/en/what-is-microsoft-navision-erp-an-in-depth-look-at-dynamics-nav/,2026-04-09T20:07:39.363018Z,GOOD: case study
MicrosoftDynamicsNAV/ Navision,BE,,case_study,Case study: MicrosoftDynamicsNAV/ Navision - Alistar,5,global_jobs,alistar.net,https://alistar.net/nl/erp/technologie/microsoft-dynamics-365-navision/,2026-04-09T19:49:15.288314Z,GOOD: case study
Onewayweb Dk,DK,,case_study,"Case study: NavisionSoftware: Den komplette guide til ERP, teknologi og transport",5,global_jobs,onewayweb.dk,https://onewayweb.dk/navision-software/,2026-04-09T19:48:23.472293Z,GOOD: case study
Dynamics Connect Co Uk,PL,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T19:40:45.130293Z,GOOD: case study
Dynamics Connect Co Uk,AR,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T19:32:42.492623Z,GOOD: case study
Community Dynamics Com,UK,,case_study,Case study: Microsoft support timeline for Dynamics NAV,5,global_jobs,community.dynamics.com,https://community.dynamics.com/blogs/post/?postid=90bcd6a1-dbfb-404f-b221-e08d49a85dd7,2026-04-09T19:30:25.919695Z,GOOD: case study
Navisionindia In,IN,,case_study,Case study: DynamicsNAVERP Helps Overcome Business Challenges,5,global_jobs,navisionindia.in,https://navisionindia.in/solutions/,2026-04-09T19:13:06.093543Z,GOOD: case study
Dynamics Connect Co Uk,IN,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T19:13:06.090781Z,GOOD: case study
Consultorianavision Com,PE,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-09T19:05:38.145032Z,GOOD: case study
Navision¿qué es? | Microsoft Dynamics NAV,ES,,case_study,Case study: Navision¿qué es? | Microsoft Dynamics NAV - CEI Europe,5,global_jobs,ceieu.com,https://www.ceieu.com/programa-software-erp/que-es-navision/,2026-04-09T19:04:21.384896Z,GOOD: case study
Planningpme Pt,BR,,case_study,Case study: Explore o mundo do Navision e doDynamics365: Um …,5,global_jobs,planningpme.pt,https://www.planningpme.pt/navision-dynamics-365-on-premise-cloud.htm,2026-04-09T18:46:17.759510Z,GOOD: case study
Dynamicssquare Com Au,NO,,case_study,Case study: Microsoft DynamicsNavision: A Comprehensive Guide,5,global_jobs,dynamicssquare.com.au,https://www.dynamicssquare.com.au/blog/dynamics-nav/,2026-04-09T18:44:15.919107Z,GOOD: case study
Logosconsult Dk,DK,,case_study,Case study: Support og vedligehold afBusinessCentral& Navision-systemer,5,global_jobs,logosconsult.dk,https://logosconsult.dk/kompetencer/support-og-vedligehold/,2026-04-09T18:43:55.195265Z,GOOD: case study
Guía EsencialdeMicrosoftNavisionpara 2026,MX,,case_study,Case study: Guía EsencialdeMicrosoftNavisionpara 2026 - Kube.Systems,5,global_jobs,kube.systems,https://kube.systems/microsoft-navision/,2026-04-09T18:19:06.011944Z,GOOD: case study
Dynamics Connect Co Uk,MX,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T18:09:56.189537Z,GOOD: case study
Dynamics Connect Co Uk,ZA,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T18:00:24.608111Z,GOOD: case study
Dynamics Connect Co Uk,JP,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T18:00:04.663872Z,GOOD: case study
Dynamics Connect Co Uk,IT,,case_study,Case study: What is MicrosoftNavision? Dynamics Nav Explained,5,global_jobs,dynamics-connect.co.uk,https://dynamics-connect.co.uk/Blog/what-is-microsoft-navision-dynamics-nav-explained,2026-04-09T17:59:22.801101Z,GOOD: case study
Biconseil Fr,FR,,case_study,Case study: BI conseil:application informatique (logiciel) ERP (pgi) Navison ...,5,global_jobs,biconseil.fr,https://www.biconseil.fr/navision.html,2026-04-09T17:49:50.707128Z,GOOD: case study
Dynamicssquare Com,JP,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T17:32:16.889732Z,GOOD: case study
Go Erp Eu,JP,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T17:32:16.889631Z,GOOD: case study
Dynamicsfanatics Com,JP,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T17:32:16.889512Z,GOOD: case study
Dynamicssmartz Com,JP,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T17:32:16.888818Z,GOOD: case study
Dynamicssquare Com,ZA,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T17:14:23.499192Z,GOOD: case study
Go Erp Eu,ZA,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T17:14:23.499055Z,GOOD: case study
Dynamicsfanatics Com,ZA,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T17:14:23.498987Z,GOOD: case study
Dynamicssmartz Com,ZA,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T17:14:23.498234Z,GOOD: case study
Datadrivensolutions Com Au,NZ,,case_study,Case study: Microsoft DynamicsNavision: A reportingcasestudy,5,global_jobs,datadrivensolutions.com.au,https://datadrivensolutions.com.au/blog/f/microsoft-dynamics-navision-a-reporting-case-study,2026-04-09T17:14:19.277762Z,GOOD: case study
Wat isNavision? [+ Hoe het nu heet],NL,,case_study,Case study: Wat isNavision? [+ Hoe het nu heet] - wsb-solutions.nl,5,global_jobs,wsb-solutions.nl,https://wsb-solutions.nl/begrippenlijst/navision/,2026-04-09T17:13:02.804675Z,GOOD: case study
Navision¿qué es? | Microsoft Dynamics NAV,AR,,case_study,Case study: Navision¿qué es? | Microsoft Dynamics NAV - CEI Europe,5,global_jobs,ceieu.com,https://www.ceieu.com/programa-software-erp/que-es-navision/,2026-04-09T17:05:42.195183Z,GOOD: case study
NAVISIONDOBRASILLTDA,BR,,case_study,Case study: NAVISIONDOBRASILLTDA - SP - INFOinvest,5,global_jobs,infoinvest.com.br,https://www.infoinvest.com.br/consulta-empresa/04642619000150-navision-do-brasil-ltda,2026-04-09T16:56:22.218409Z,GOOD: case study
NAVISIONTECNOLOGIA LTDA,BR,,case_study,Case study: NAVISIONTECNOLOGIA LTDA - CNPJ: 59.993.070/0001-30 -BrasilCNPJ,5,global_jobs,brasilcnpj.net,https://brasilcnpj.net/cnpj/navision-tecnologia-ltda-59993070000130,2026-04-09T16:56:22.218266Z,GOOD: case study
Exceliaconsulting Com,MX,,case_study,Case study: Microsoft Dynamics NAV | exceliaconsulting,5,global_jobs,exceliaconsulting.com,https://www.exceliaconsulting.com/erp-navision,2026-04-09T16:47:33.405136Z,GOOD: case study
Leyesytecnologia Com,CO,,case_study,Case study: PeritajedeNavision. Otrocasodeéxito. • Leyes y …,5,global_jobs,leyesytecnologia.com,https://leyesytecnologia.com/peritaje-de-navision-otro-caso-de-exito/,2026-04-09T16:38:55.670260Z,GOOD: case study
Navisionsoftware Eu,NL,,case_study,Case study: Navisionsoftware en e-business van Offimac: 40 jaar …,5,global_jobs,navisionsoftware.eu,https://navisionsoftware.eu/,2026-04-09T15:50:45.320256Z,GOOD: case study
Casestudies Com,NL,,case_study,Case study: Altus DynamicsCaseStudy: Avon Maitland District School Board – …,5,global_jobs,casestudies.com,https://www.casestudies.com/company/altus-dynamics/case-study/avon-maitland-district-school-board-selects-microsoft-navision-and-altus-dynamics,2026-04-09T15:50:45.307902Z,GOOD: case study
Dynetek Co Za,ZA,,case_study,Case study: Get your Enterprise running with Microsoft Dynamics NAV™,5,global_jobs,dynetek.co.za,https://www.dynetek.co.za/service/microsoft-dynamics-nav/,2026-04-09T15:43:22.310619Z,GOOD: case study
Casestudies Com,CA,,case_study,Case study: Altus DynamicsCaseStudy: Avon Maitland District School Board – …,5,global_jobs,casestudies.com,https://www.casestudies.com/company/altus-dynamics/case-study/avon-maitland-district-school-board-selects-microsoft-navision-and-altus-dynamics,2026-04-09T15:42:55.156424Z,GOOD: case study
Riscript Nl,NL,,case_study,Case study: De ontwikkelingen van hetNavisionERP systeem • Riscript,5,global_jobs,riscript.nl,https://www.riscript.nl/de-ontwikkelingen-van-het-navision-erp-systeem/,2026-04-09T15:32:51.294433Z,GOOD: case study
Wat is Microsoft DynamicsNavision?,NL,,case_study,Case study: Wat is Microsoft DynamicsNavision? - Blisss,5,global_jobs,blisss.nl,https://www.blisss.nl/wat-is-microsoft-dynamics-navision,2026-04-09T15:32:51.294265Z,GOOD: case study
Elian Solutions Com,NL,,case_study,Case study: Productonstudycase- Elian Solutions -NavisionNAV …,5,global_jobs,elian-solutions.com,https://www.elian-solutions.com/references/case-studies/producton-study-case/,2026-04-09T15:32:51.294144Z,GOOD: case study
Axians Nl,NL,,case_study,Case study: Navision: Het Succes en de Evolutie naar Microsoft …,5,global_jobs,axians.nl,https://www.axians.nl/erp-software/navision/,2026-04-09T15:32:51.292701Z,GOOD: case study
Companies that useNavisionin Netherlands,NL,,case_study,Case study: Companies that useNavisionin Netherlands - TheirStack.com,5,global_jobs,theirstack.com,https://theirstack.com/en/technology/navision/nl,2026-04-09T15:32:51.290124Z,GOOD: case study
Ascendit Dk,DK,,case_study,Case study: Dynamics NAV & BC | Ascendit,5,global_jobs,ascendit.dk,https://www.ascendit.dk/dynamics-365-bc,2026-04-09T15:32:05.835816Z,GOOD: case study
NAVISIONSOFTWARE BELGIE N.V.,BE,,case_study,Case study: NAVISIONSOFTWARE BELGIE N.V. - dvo.be,5,global_jobs,dvo.be,https://www.dvo.be/artikel/2169-navision-software-belgie-nv,2026-04-09T15:13:56.767601Z,GOOD: case study
Dynamics NAV ofNavisionexperts worden schaars,BE,,case_study,Case study: Dynamics NAV ofNavisionexperts worden schaars - Alistar,5,global_jobs,alistar.net,https://alistar.net/nl/blog/dynamics-nav-navision-experts-worden-schaars/,2026-04-09T15:13:56.766061Z,GOOD: case study
Casestudies Com,AU,,case_study,Case study: Altus DynamicsCaseStudy: Avon Maitland District School Board – …,5,global_jobs,casestudies.com,https://www.casestudies.com/company/altus-dynamics/case-study/avon-maitland-district-school-board-selects-microsoft-navision-and-altus-dynamics,2026-04-09T15:04:54.534374Z,GOOD: case study
PDF Servicebeskrivelse forNavisionStat 2025,DK,,case_study,Case study: PDF Servicebeskrivelse forNavisionStat 2025 - Økonomistyrelsen,5,global_jobs,oes.dk,https://oes.dk/media/23wbkzkh/servicebeskrivelse-for-navision-stat-januar-2025.pdf,2026-04-09T14:54:29.751042Z,GOOD: case study
Dynamics NAV Support,AU,,case_study,Case study: Dynamics NAV Support - Evolution Business Systems,5,global_jobs,ebs.com.au,https://ebs.com.au/dynamics-nav,2026-04-09T14:46:56.743557Z,GOOD: case study
Dynamics NAV (Navision),US,,case_study,Case study: Dynamics NAV (Navision) - Avantiico,5,global_jobs,avantiico.com,https://avantiico.com/solutions/microsoft-legacy-dynamics/dynamics-nav/,2026-04-09T14:46:08.441813Z,GOOD: case study
Priority Software Com,US,,case_study,Case study: MicrosoftNavisionEnd-of-Life Explained | Priority,5,global_jobs,priority-software.com,https://www.priority-software.com/blog/microsoft-navision-end-of-life/,2026-04-09T14:46:08.441668Z,GOOD: case study
Sf 114723 Dynamicstocloud Com:44301,US,,case_study,Case study: Welcome to Microsoft Dynamics NAV.,5,global_jobs,sf-114723.dynamicstocloud.com:44301,https://sf-114723.dynamicstocloud.com:44301/ST-128007/WebClient/SignIn.aspx,2026-04-09T14:46:08.441254Z,GOOD: case study
Libertygrove Com,US,,case_study,Case study: Liberty Grove’s Microsoft Dynamics NAVCaseStudies Prove Our Depth …,5,global_jobs,libertygrove.com,https://libertygrove.com/liberty-grove-s-microsoft-dynamics-nav-case-studies-prove-our-depth-and-breadth/,2026-04-09T14:31:04.051414Z,GOOD: case study
Dynamicssquare Com,BE,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T14:27:41.491458Z,GOOD: case study
Go Erp Eu,BE,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T14:27:41.491386Z,GOOD: case study
Dynamicsfanatics Com,BE,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T14:27:41.491345Z,GOOD: case study
Dynamicssmartz Com,BE,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T14:27:41.490726Z,GOOD: case study
Dynamicssquare Com,AR,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T14:20:16.750007Z,GOOD: case study
Go Erp Eu,AR,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T14:20:16.749929Z,GOOD: case study
Dynamicsfanatics Com,AR,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T14:20:16.749811Z,GOOD: case study
Dynamicssmartz Com,AR,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T14:20:16.749694Z,GOOD: case study
Casosdeéxito,AR,,case_study,"Case study: Casosdeéxito - Historias realesdeclientesdeDynamics NAV, …",5,global_jobs,aitana.es,https://www.aitana.es/caso-de-exito/,2026-04-09T14:20:16.736169Z,GOOD: case study
Thecompanycheck Com,IN,,case_study,Case study: NavisionIndiaInfotech Private Limited -CompanyProfile,5,global_jobs,thecompanycheck.com,https://www.thecompanycheck.com/company/navision-india-infotech-private-limited/U72900DL2017PTC312639,2026-04-09T14:19:22.145379Z,GOOD: case study
Erp Pgi Fr,FR,,case_study,"Case study: NavisionERP : Définition, Tarifs et Migration vers …",5,global_jobs,erp-pgi.fr,https://erp-pgi.fr/navision-erp/,2026-04-09T14:18:56.856740Z,GOOD: case study
Navisionfunctionalexpert Com,NO,,case_study,Case study: Dynamics ERPs (NAV & BC) Implementation Phases,5,global_jobs,navisionfunctionalexpert.com,https://navisionfunctionalexpert.com/short-blog/f/nav-implementation-phases,2026-04-09T14:18:07.265748Z,GOOD: case study
NavisionDynamics,NO,,case_study,Case study: NavisionDynamics - fra dansk startup til globalt ERP-imperium,5,global_jobs,kvarterloeft.dk,https://www.kvarterloeft.dk/navision-dynamics.htm,2026-04-09T14:18:07.265686Z,GOOD: case study
Dynamicssquare Com,DK,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T14:17:49.580630Z,GOOD: case study
Navhelp110 Fenwickcloud Com Au,DK,,case_study,Case study: C/AL Conditional Statements -MicrosoftDynamicsNAV2018 Australia,5,global_jobs,navhelp110.fenwickcloud.com.au,https://navhelp110.fenwickcloud.com.au/main.aspx?lang=en&content=conCALConditionalStatements.htm,2026-04-09T13:59:44.705470Z,GOOD: case study
Dynamicssquare Com,PL,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T13:52:01.457479Z,GOOD: case study
Go Erp Eu,PL,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T13:52:01.457425Z,GOOD: case study
Dynamicsfanatics Com,PL,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T13:52:01.457257Z,GOOD: case study
Dynamicssmartz Com,PL,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T13:52:01.456560Z,GOOD: case study
Innoviogroup Com,IT,,case_study,Case study: Microsoft Dynamics NAV -navision- Innovio,5,global_jobs,innoviogroup.com,https://www.innoviogroup.com/software/erp/microsoft-dynamics-nav,2026-04-09T13:51:47.307504Z,GOOD: case study
MicrosoftDynamicsNav- CONSULTORÍA NAVISION,AR,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION - EVOTEC,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-09T13:34:56.937300Z,GOOD: case study
Consultorianavision Com,MX,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-09T13:34:50.247270Z,GOOD: case study
Dynamicsfanatics Com,DK,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T13:32:32.189785Z,GOOD: case study
Dynamicssmartz Com,DK,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T13:32:32.189663Z,GOOD: case study
Exceliaconsulting Com,AR,,case_study,Case study: MicrosoftDynamicsNAV| exceliaconsulting,5,global_jobs,exceliaconsulting.com,https://www.exceliaconsulting.com/erp-navision,2026-04-09T13:25:54.519605Z,GOOD: case study
Consultorianavision Com,AR,,case_study,Case study: MicrosoftDynamicsNav- CONSULTORÍA NAVISION,5,global_jobs,consultorianavision.com,https://www.consultorianavision.com/,2026-04-09T13:25:54.518206Z,GOOD: case study
The future of the Dynamics NAV brand,AU,,case_study,Case study: The future of the Dynamics NAV brand - Fenwick,5,global_jobs,fenwick.com.au,https://www.fenwick.com.au/solutions/dynamics-nav/,2026-04-09T13:25:09.302840Z,GOOD: case study
Navisionis end of live,NL,,case_study,Case study: Navisionis end of live - wat zijn de gevolgen? - bluace.nl,5,global_jobs,bluace.nl,https://bluace.nl/nieuws/gevolgen-einde-microsoft-navision/,2026-04-09T13:23:55.190665Z,GOOD: case study
Dynamicssquare Com,MX,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T13:07:16.653744Z,GOOD: case study
Go Erp Eu,MX,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T13:07:16.653694Z,GOOD: case study
Dynamicsfanatics Com,MX,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T13:07:16.653665Z,GOOD: case study
Dynamicssmartz Com,MX,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T13:07:16.653422Z,GOOD: case study
Dynamicssquare Com,DE,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T12:55:06.700469Z,GOOD: case study
Go Erp Eu,DE,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T12:55:06.700285Z,GOOD: case study
Dynamicsfanatics Com,DE,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T12:55:06.700256Z,GOOD: case study
Dynamicssmartz Com,DE,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T12:55:06.700024Z,GOOD: case study
Ugma Com Mx,MX,,case_study,Case study: ¿Qué es Microsoft Dynamics NAV y por qué tuempresalo necesita?,5,global_jobs,ugma.com.mx,https://ugma.com.mx/que-es-microsoft-dynamics-nav-y-por-que-tu-empresa-lo-necesita/,2026-04-09T12:38:11.403881Z,GOOD: case study
Prodwaregroup Com,UK,,case_study,Case study: Microsoft Dynamics NAV (Navision) Solutions,5,global_jobs,prodwaregroup.com,https://www.prodwaregroup.com/en-gb/solutions/microsoft-dynamics-nav-navision-2/,2026-04-09T12:27:19.844226Z,GOOD: case study
Priority Software Com,UK,,case_study,Case study: MicrosoftNavisionEnd-of-Life Explained | Priority,5,global_jobs,priority-software.com,https://www.priority-software.com/blog/microsoft-navision-end-of-life/,2026-04-09T12:27:19.844061Z,GOOD: case study
ein praxisorientierter einstieg in microsoftnavision...,DE,,case_study,Case study: ein praxisorientierter einstieg in microsoftnavision... - AbeBooks,5,global_jobs,abebooks.de,https://www.abebooks.de/buch-suchen/titel/ein-praxisorientierter-einstieg-in-microsoft-navision/buch/,2026-04-09T12:27:12.032321Z,GOOD: case study
Dynamicssquare Com,NO,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T12:26:59.965724Z,GOOD: case study
Go Erp Eu,NO,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T12:26:59.965649Z,GOOD: case study
Dynamicsfanatics Com,NO,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T12:26:59.965605Z,GOOD: case study
Dynamicssmartz Com,NO,,case_study,Case study: Everything You Need to Know About Microsoft Dynamics NAV in 2026,5,global_jobs,dynamicssmartz.com,https://www.dynamicssmartz.com/blog/microsoft-dynamics-nav/,2026-04-09T12:26:59.964635Z,GOOD: case study
Inria Hal Science,DK,,case_study,Case study: The Story ofNavisionandNavisionStat,5,global_jobs,inria.hal.science,https://inria.hal.science/hal-01301402v1/document,2026-04-09T12:26:42.710579Z,GOOD: case study
Leyesytecnologia Com,CL,,case_study,Case study: PeritajedeNavision- Claves del éxito desde ambos lados …,5,global_jobs,leyesytecnologia.com,https://leyesytecnologia.com/peritaje-de-navision/,2026-04-09T12:20:08.448554Z,GOOD: case study
Navision¿qué es? | Microsoft Dynamics NAV,MX,,case_study,Case study: Navision¿qué es? | Microsoft Dynamics NAV - CEI Europe,5,global_jobs,ceieu.com,https://www.ceieu.com/programa-software-erp/que-es-navision/,2026-04-09T12:19:53.543720Z,GOOD: case study
Go Erp Eu,BR,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T12:19:45.538209Z,GOOD: case study
Go Erp Eu,UK,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T12:18:03.749651Z,GOOD: case study
Dynamicssquare Com,IN,,case_study,Case study: What is Microsoft Dynamics NAV?,5,global_jobs,dynamicssquare.com,https://www.dynamicssquare.com/blog/everything-know-about-microsoft-dynamics-nav/,2026-04-09T12:09:44.421210Z,GOOD: case study
Go Erp Eu,IN,,case_study,Case study: The 7 Core Capabilities of MicrosoftNavision(Dynamics NAV),5,global_jobs,go-erp.eu,https://go-erp.eu/what-is-microsoft-navision-an-overview/,2026-04-09T12:09:44.421134Z,GOOD: case study
Dynamicsfanatics Com,IN,,case_study,Case study: MicrosoftNavisionEnd of Life: What Your Business Should Do Next,5,global_jobs,dynamicsfanatics.com,https://www.dynamicsfanatics.com/post/microsoft-navision-end-of-life-what-it-means-for-your-business-next-steps,2026-04-09T12:09:44.421090Z,GOOD: case study
